Initial State:
Target: 150.00, 150.00
Obstacles:
293.78, 283.69, 281.51, 223.53
72.08, 109.75, 135.04, 133.36
88.60, 67.86, 79.49, 141.92
89.92, 125.00, 32.29, 98.33
226.52, 206.95, 220.91, 143.16
197.96, 238.76, 182.20, 168.52
0, 236.87, 168.76,  Left 
0, 236.87, 173.76,  Up 
0, 231.87, 173.76,  Left 
0, 226.87, 173.76,  Left 
0, 226.87, 173.76,  Left 
0, 226.87, 173.76,  Left 
0, 226.87, 173.76,  Left 
0, 231.87, 173.76,  Right 
0, 236.87, 173.76,  Right 
0, 241.87, 173.76,  Right 
0, 236.87, 173.76,  Left 
0, 231.87, 173.76,  Left 
0, 231.87, 178.76,  Up 
0, 231.87, 183.76,  Up 
0, 231.87, 188.76,  Up 
0, 236.87, 188.76,  Right 
0, 231.87, 188.76,  Left 
0, 236.87, 188.76,  Right 
0, 231.87, 188.76,  Left 
0, 231.87, 188.76,  Left 
0, 231.87, 188.76,  Left 
0, 231.87, 188.76,  Left 
0, 231.87, 193.76,  Up 
0, 231.87, 193.76,  Left 
0, 236.87, 193.76,  Right 
0, 241.87, 193.76,  Right 
0, 236.87, 193.76,  Left 
0, 231.87, 193.76,  Left 
0, 231.87, 193.76,  Left 
0, 231.87, 193.76,  Left 
0, 231.87, 193.76,  Left 
0, 231.87, 193.76,  Left 
0, 231.87, 193.76,  Left 
0, 231.87, 193.76,  Left 
0, 236.87, 193.76,  Right 
0, 231.87, 193.76,  Left 
0, 236.87, 193.76,  Right 
0, 241.87, 193.76,  Right 
0, 236.87, 193.76,  Left 
0, 241.87, 193.76,  Right 
0, 246.87, 193.76,  Right 
0, 241.87, 193.76,  Left 
0, 236.87, 193.76,  Left 
0, 231.87, 193.76,  Left 
0, 231.87, 193.76,  Left 
0, 231.87, 193.76,  Left 
0, 231.87, 193.76,  Left 
0, 231.87, 198.76,  Up 
0, 231.87, 198.76,  Left 
0, 231.87, 203.76,  AI(You): Up 
0, 231.87, 208.76,  AI(You): Up 
0, 231.87, 213.76,  AI(You): Up 
0, 231.87, 218.76,  AI(You): Up 
0, 231.87, 223.76,  AI(You): Up 
0, 231.87, 228.76,  AI(You): Up 
0, 231.87, 233.76,  AI(You): Up 
0, 231.87, 238.76,  AI(You): Up 
0, 236.87, 238.76,  AI(You):  AI(You): Right 
0, 236.87, 243.76,  Up 
0, 241.87, 243.76,  Right 
0, 236.87, 243.76,  Left 
0, 236.87, 248.76,  Up 
0, 236.87, 253.76,  Up 
0, 231.87, 253.76,  Left 
0, 231.87, 258.76,  Up 
0, 231.87, 263.76,  Up 
0, 226.87, 263.76,  Left 
0, 226.87, 268.76,  Up 
0, 226.87, 273.76,  Up 
0, 226.87, 278.76,  Up 
0, 226.87, 283.76,  Up 
0, 226.87, 288.76,  Up 
0, 231.87, 288.76,  Right 
0, 226.87, 288.76,  Left 
0, 221.87, 288.76,  Left 
0, 216.87, 288.76,  Left 
0, 211.87, 288.76,  Left 
0, 206.87, 288.76,  Left 
0, 201.87, 288.76,  Left 
0, 206.87, 288.76,  Right 
0, 201.87, 288.76,  Left 
0, 206.87, 288.76,  Right 
0, 206.87, 293.76,  Up 
0, 206.87, 298.76,  Up 
0, 206.87, 300.00,  Up 
0, 201.87, 300.00,  Left 
0, 206.87, 300.00,  Right 
0, 206.87, 300.00,  Up 
0, 211.87, 300.00,  Right 
0, 206.87, 300.00,  Left 
0, 211.87, 300.00,  Right 
0, 206.87, 300.00,  Left 
0, 206.87, 300.00,  Up 
0, 201.87, 300.00,  Left 
0, 201.87, 300.00,  Up 
0, 196.87, 300.00,  Left 
0, 196.87, 300.00,  Up 
0, 191.87, 300.00,  Left 
0, 191.87, 300.00,  Up 
0, 196.87, 300.00,  Right 
0, 201.87, 300.00,  Right 
0, 206.87, 300.00,  Right 
0, 211.87, 300.00,  Right 
0, 211.87, 300.00,  Up 
0, 211.87, 300.00,  Up 
0, 211.87, 300.00,  Up 
0, 211.87, 300.00,  Up 
0, 211.87, 300.00,  Up 
0, 206.87, 300.00,  Left 
0, 201.87, 300.00,  Left 
0, 196.87, 300.00,  Left 
0, 191.87, 300.00,  Left 
0, 186.87, 300.00,  Left 
0, 181.87, 300.00,  Left 
0, 176.87, 300.00,  Left 
0, 171.87, 300.00,  Left 
0, 166.87, 300.00,  Left 
0, 171.87, 300.00,  Right 
0, 176.87, 300.00,  Right 
0, 171.87, 300.00,  Left 
0, 176.87, 300.00,  Right 
0, 181.87, 300.00,  Right 
0, 176.87, 300.00,  Left 
0, 181.87, 300.00,  Right 
0, 186.87, 300.00,  Right 
0, 181.87, 300.00,  Left 
0, 186.87, 300.00,  Right 
0, 191.87, 300.00,  Right 
0, 186.87, 300.00,  Left 
0, 191.87, 300.00,  Right 
0, 196.87, 300.00,  Right 
0, 201.87, 300.00,  Right 
0, 206.87, 300.00,  Right 
0, 211.87, 300.00,  Right 
0, 216.87, 300.00,  Right 
0, 221.87, 300.00,  Right 
0, 226.87, 300.00,  Right 
0, 231.87, 300.00,  Right 
0, 236.87, 300.00,  Right 
